Species	Phylum	Order	Genus	TaxID	Num_Prot	niacin_synthesis	nadB_niacin_asp	nadA_niacin_asp	nadC_niacin_asp	kmo_niacin_trp	hpaB_niacin_trp	kynu_niacin_trp	had_niacin_trp
Candidatus Pelagibacter sp. HTCC7211	Proteobacteria	Pelagibacterales	Candidatus Pelagibacter	439493	2749	1	1	1	1	0	0	0	0
Geminocystis sp. NIES-3708	Cyanobacteria	Chroococcales	Geminocystis	1615909	3638	1	1	1	1	0	0	0	0
Vibrio maritimus	Proteobacteria	Vibrionales	Vibrio	990268	21161	1	1	1	1	0	0	0	0
Mycobacterium brisbanense	Actinobacteria	Corynebacteriales	Mycobacterium	146020	7178	1	1	1	1	1	0	0	0
Mycobacterium sp. 012931	Actinobacteria	Corynebacteriales	Mycobacterium	1187065	8332	1	1	1	1	1	0	0	0
Agrobacterium albertimagni	Proteobacteria	Rhizobiales	Agrobacterium	147266	4600	1	1	1	1	0	0	0	0
Paenibacillus sp. GD11	Firmicutes	Bacillales	Paenibacillus	1274374	4779	1	1	1	1	0	0	0	0
Planomicrobium glaciei	Firmicutes	Bacillales	Planomicrobium	459472	9837	0	1	0	0	0	1	1	0
Pseudomonas sp. UW4	Proteobacteria	Pseudomonadales	Pseudomonas	1207075	9887	1	1	1	1	0	0	0	0
Plantibacter sp. Leaf1	Actinobacteria	Micrococcales	Plantibacter	1735669	3486	1	1	1	1	0	0	1	0
Humibacter albus	Actinobacteria	Micrococcales	Humibacter	427754	3051	1	1	1	1	0	0	0	0
Lonsdalea quercina	Proteobacteria	Enterobacteriales	Lonsdalea	71657	6925	0	1	0	0	0	0	0	0
Roseobacter sp. AzwK-3b	Proteobacteria	Rhodobacterales	Roseobacter	351016	7937	0	1	0	0	1	0	1	0
Arenibacter latericius	Bacteroidetes	Flavobacteriales	Arenibacter	86104	3509	0	1	0	1	1	0	1	1
Mesorhizobium sp. LNJC391B00	Proteobacteria	Rhizobiales	Mesorhizobium	1287273	8083	1	1	1	1	0	1	1	0
Mesorhizobium sp. LNJC386A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287270	6335	1	1	1	1	0	1	1	0
Mesorhizobium sp. LNJC398B00	Proteobacteria	Rhizobiales	Mesorhizobium	1287276	5938	0	1	0	0	0	1	1	0
Mesorhizobium sp. LNJC399B00	Proteobacteria	Rhizobiales	Mesorhizobium	1287277	7910	1	1	1	1	0	1	1	0
Mesorhizobium sp. LNJC394B00	Proteobacteria	Rhizobiales	Mesorhizobium	1287274	8101	1	1	1	1	0	1	1	0
Mesorhizobium sp. LNJC395A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287275	8562	1	1	1	1	0	1	1	0
Leisingera methylohalidivorans	Proteobacteria	Rhodobacterales	Leisingera	133924	4185	1	1	1	1	1	0	1	0
Mycoplasma canis	Tenericutes	Mycoplasmatales	Mycoplasma	29555	3366	0	0	0	0	0	0	0	0
Mycoplasma hyosynoviae	Tenericutes	Mycoplasmatales	Mycoplasma	29559	6019	0	0	0	0	0	0	0	0
Chthoniobacter flavus	Verrucomicrobia	root	Chthoniobacter	191863	6260	1	1	1	1	0	0	0	0
Thermocrispum agreste	Actinobacteria	Pseudonocardiales	Thermocrispum	37925	3522	1	1	1	1	1	0	0	0
Thermocrispum municipale	Actinobacteria	Pseudonocardiales	Thermocrispum	37926	3942	1	1	1	1	1	0	0	0
Sinomonas atrocyanea	Actinobacteria	Micrococcales	Sinomonas	37927	4109	1	1	1	1	0	1	1	0
Kocuria kristinae	Actinobacteria	Micrococcales	Kocuria	37923	16354	0	1	0	0	0	0	0	0
Arthrobacter crystallopoietes	Actinobacteria	Micrococcales	Arthrobacter	37928	3685	1	1	1	1	1	1	1	0
Pseudomonas helleri	Proteobacteria	Pseudomonadales	Pseudomonas	1608996	18255	1	1	1	1	0	0	0	0
Corynebacterium aurimucosum	Actinobacteria	Corynebacteriales	Corynebacterium	169292	13524	1	1	1	1	0	0	0	0
Geobacillus sp. A8	Firmicutes	Bacillales	Geobacillus	1095383	4042	1	1	1	1	0	1	0	0
Luteibacter sp. 9135	Proteobacteria	Xanthomonadales	Luteibacter	1500893	3621	0	1	0	1	1	0	1	1
Luteibacter sp. 9133	Proteobacteria	Xanthomonadales	Luteibacter	1500891	2527	0	0	0	0	1	0	1	1
Pantoea sp. 9140	Proteobacteria	Enterobacteriales	Pantoea	1500896	2564	1	1	1	1	0	0	0	0
Burkholderia sp. 9120	Proteobacteria	Burkholderiales	Burkholderia	1500897	7034	1	1	1	1	1	0	1	1
Massilia sp. 9096	Proteobacteria	Burkholderiales	Massilia	1500894	4660	1	1	1	1	0	0	1	0
Erwinia sp. 9145	Proteobacteria	Enterobacteriales	Erwinia	1500895	2739	1	1	1	1	0	0	0	0
Methylobacterium sp. Leaf85	Proteobacteria	Rhizobiales	Methylobacterium	1736241	7908	1	1	1	1	1	0	0	0
Leptospira sp. Fiocruz LV3954	Spirochaetes	root	Leptospira	1193012	4160	1	1	1	1	0	0	0	0
Geobacillus thermoleovorans CCB_US3_UF5	Firmicutes	Bacillales	Geobacillus	1111068	3891	1	1	1	1	0	1	0	0
Terrabacter sp. Soil811	Actinobacteria	Micrococcales	Terrabacter	1736419	7216	1	1	1	1	1	0	1	0
Terrabacter sp. Soil810	Actinobacteria	Micrococcales	Terrabacter	1736418	6951	1	1	1	1	1	0	1	0
Phycicoccus sp. Soil803	Actinobacteria	Micrococcales	Phycicoccus	1736415	6942	1	1	1	1	0	0	1	0
Phycicoccus sp. Soil802	Actinobacteria	Micrococcales	Phycicoccus	1736414	6714	1	1	1	1	0	0	1	0
Yonghaparkia sp. Soil809	Actinobacteria	Micrococcales	Yonghaparkia	1736417	3602	1	1	1	1	0	0	1	0
Nocardioides sp. Soil805	Actinobacteria	Propionibacteriales	Nocardioides	1736416	8146	1	1	1	1	0	0	1	0
Paenibacillus sp. Soil787	Firmicutes	Bacillales	Paenibacillus	1736411	12549	1	1	1	1	0	0	1	0
Arthrobacter sp. Soil782	Actinobacteria	Micrococcales	Arthrobacter	1736410	6213	1	1	1	1	1	0	1	0
Nocardioides sp. Soil797	Actinobacteria	Propionibacteriales	Nocardioides	1736413	8056	1	1	1	1	1	1	1	1
Nocardioides sp. Soil796	Actinobacteria	Propionibacteriales	Nocardioides	1736412	6567	1	1	1	1	1	1	1	1
Cellulomonas massiliensis	Actinobacteria	Micrococcales	Cellulomonas	1465811	2872	1	1	1	1	0	0	0	0
Pseudoalteromonas arctica	Proteobacteria	Alteromonadales	Pseudoalteromonas	394751	2437	0	0	1	1	0	0	1	0
Bradyrhizobium sp. Ec3.3	Proteobacteria	Rhizobiales	Bradyrhizobium	189753	8720	1	1	1	1	1	0	1	0
Cyclobacterium qasimii	Bacteroidetes	Cytophagales	Cyclobacterium	1350429	4511	0	1	0	1	1	0	1	1
Bifidobacterium longum	Actinobacteria	Bifidobacteriales	Bifidobacterium	216816	40201	1	1	1	1	0	0	0	0
Thermoanaerobaculum aquaticum	Acidobacteria	root	Thermoanaerobaculum	1312852	4503	1	1	1	1	0	0	0	0
Actinomyces massiliensis	Actinobacteria	Actinomycetales	Actinomyces	461393	4493	0	1	0	0	0	0	0	0
Streptomyces scabrisporus	Actinobacteria	Streptomycetales	Streptomyces	159449	9299	1	1	1	1	0	0	1	1
Aphanocapsa montana	Cyanobacteria	Chroococcales	Aphanocapsa	327565	2323	0	0	0	1	0	0	1	1
Corynebacterium pseudodiphtheriticum	Actinobacteria	Corynebacteriales	Corynebacterium	37637	2452	0	0	1	1	0	0	0	0
Oceanicaulis sp. HLUCCA04	Proteobacteria	Rhodobacterales	Oceanicaulis	1666904	2626	1	1	1	1	0	0	1	0
Lactococcus raffinolactis	Firmicutes	Lactobacillales	Lactococcus	1366	3983	1	1	1	1	0	1	0	0
Acinetobacter baumannii	Proteobacteria	Pseudomonadales	Acinetobacter	470	1752722	1	1	1	1	0	0	1	0
Rhodococcus sp. R1101	Actinobacteria	Corynebacteriales	Rhodococcus	1170698	3686	0	1	0	0	0	1	0	0
Lactococcus garvieae	Firmicutes	Lactobacillales	Lactococcus	1363	18760	0	1	0	0	0	1	0	0
Streptomyces sulphureus	Actinobacteria	Streptomycetales	Streptomyces	47758	5613	1	1	1	1	1	0	1	0
Halomonas jeotgali	Proteobacteria	Oceanospirillales	Halomonas	553386	2442	1	1	1	1	0	0	0	0
Alishewanella agri	Proteobacteria	Alteromonadales	Alishewanella	553384	2301	0	1	1	0	0	0	0	0
Cobetia crustatorum	Proteobacteria	Oceanospirillales	Cobetia	553385	2939	1	1	1	1	0	0	0	0
Pseudoalteromonas sp. P1-7a	Proteobacteria	Alteromonadales	Pseudoalteromonas	1723755	5410	1	1	1	1	0	0	0	0
Pseudoalteromonas sp. P1-13-1a	Proteobacteria	Alteromonadales	Pseudoalteromonas	1723756	5576	1	1	1	1	0	0	0	0
Pseudoalteromonas sp. P1-16-1b	Proteobacteria	Alteromonadales	Pseudoalteromonas	1723757	5603	1	1	1	1	0	0	1	0
Sinorhizobium sp. CCBAU 05631	Proteobacteria	Rhizobiales	Sinorhizobium	794846	5048	1	1	1	1	0	0	0	0
Enterobacter sp. DC4	Proteobacteria	Enterobacteriales	Enterobacter	1395580	4993	1	1	1	1	0	1	0	0
Bacillus methylotrophicus	Firmicutes	Bacillales	Bacillus	492670	65320	1	1	1	1	0	1	1	0
Pseudoalteromonas sp. P1-25	Proteobacteria	Alteromonadales	Pseudoalteromonas	1723758	5318	1	1	1	1	0	0	0	0
Pseudoalteromonas sp. P1-26	Proteobacteria	Alteromonadales	Pseudoalteromonas	1723759	5835	1	1	1	1	0	0	1	0
Paenibacillus sp. MAEPY1	Firmicutes	Bacillales	Paenibacillus	1395586	6255	1	1	1	1	0	1	0	0
Paenibacillus sp. MAEPY2	Firmicutes	Bacillales	Paenibacillus	1395587	6247	1	1	1	1	0	1	0	0
Megasphaera sp. BV3C16-1	Firmicutes	Selenomonadales	Megasphaera	1111454	4205	0	0	0	0	0	1	0	0
Pantoea sp. NGS-ED-1003	Proteobacteria	Enterobacteriales	Pantoea	1526743	3331	1	1	1	1	0	0	0	0
Gracilibacillus lacisalsi	Firmicutes	Bacillales	Gracilibacillus	393087	4067	1	1	1	1	0	1	0	0
Geobacillus caldoxylosilyticus	Firmicutes	Bacillales	Geobacillus	81408	11687	1	1	1	1	0	1	1	0
Thermoanaerobacter thermohydrosulfuricus WC1	Firmicutes	Thermoanaerobacterales	Thermoanaerobacter	1198630	2555	0	0	0	1	0	0	0	0
Corynebacterium sp. KPL1986	Actinobacteria	Corynebacteriales	Corynebacterium	1203619	2391	1	1	1	1	0	0	0	0
Polaribacter sp. MED152	Bacteroidetes	Flavobacteriales	Polaribacter	313598	5172	0	1	0	1	1	0	1	1
Treponema pallidum	Spirochaetes	Spirochaetales	Treponema	160	2017	0	0	0	0	0	0	0	0
Sediminibacterium sp. OR53	Bacteroidetes	Sphingobacteriales	Sediminibacterium	925409	2735	0	1	1	0	0	0	1	0
Geobacter sp. M18	Proteobacteria	Desulfuromonadales	Geobacter	443143	8745	1	1	1	1	0	0	0	0
Paenibacillus sp. AT5	Firmicutes	Bacillales	Paenibacillus	687436	4836	1	1	1	1	0	0	0	0
Geobacter sp. M21	Proteobacteria	Desulfuromonadales	Geobacter	443144	8239	1	1	1	1	0	0	0	0
Promicromonospora kroppenstedtii	Actinobacteria	Micrococcales	Promicromonospora	440482	4221	0	1	0	1	0	0	1	0
Latescibacteria bacterium DG_63	Latescibacteria	root	root	1703781	2552	1	1	1	1	0	0	0	0
candidate division WOR_3 bacterium SM23_60	candidate division WOR-3	root	root	1703780	2501	0	1	0	1	0	0	0	0
Escherichia sp. KTE11	Proteobacteria	Enterobacteriales	Escherichia	1169331	4222	1	1	1	1	0	0	0	0
Nocardioides sp. CF8	Actinobacteria	Propionibacteriales	Nocardioides	110319	7775	1	1	1	1	0	1	1	0
Prevotella maculosa	Bacteroidetes	Bacteroidales	Prevotella	439703	4706	0	1	0	0	0	0	0	0
Bacteroides sp. CAG:98	Bacteroidetes	Bacteroidales	Bacteroides	1262754	2669	1	1	1	1	0	0	0	0
Gynuella sunshinyii	Proteobacteria	Oceanospirillales	Gynuella	1445505	5214	1	1	1	1	0	0	0	0
Actinobaculum suis	Actinobacteria	Actinomycetales	Actinobaculum	1657	3376	0	0	0	0	0	0	0	0
Bradyrhizobium valentinum	Proteobacteria	Rhizobiales	Bradyrhizobium	1518501	26039	1	1	1	1	0	0	1	0
Exiguobacterium alkaliphilum	Firmicutes	Bacillales	Exiguobacterium	1428684	2081	1	1	1	1	0	0	1	0
Lachnospiraceae bacterium NK4A144	Firmicutes	Clostridiales	root	877421	3287	0	1	0	0	0	0	0	0
Pseudomonas marginalis	Proteobacteria	Pseudomonadales	Pseudomonas	298	7654	1	1	1	1	0	0	0	0
Pseudomonas fragi	Proteobacteria	Pseudomonadales	Pseudomonas	296	10560	1	1	1	1	1	0	0	0
Pseudomonas fluorescens	Proteobacteria	Pseudomonadales	Pseudomonas	294	437561	1	1	1	1	1	1	1	1
Blautia sp. CAG:37	Firmicutes	Clostridiales	Blautia	1262757	2353	1	1	1	1	0	0	0	0
Burkholderia cepacia	Proteobacteria	Burkholderiales	Burkholderia	292	777704	1	1	1	1	1	1	1	1
Brevundimonas diminuta	Proteobacteria	Caulobacterales	Brevundimonas	293	8245	1	1	1	1	0	0	0	0
Sulfitobacter pontiacus	Proteobacteria	Rhodobacterales	Sulfitobacter	60137	2090	0	0	0	0	0	0	1	0
Photorhabdus heterorhabditis	Proteobacteria	Enterobacteriales	Photorhabdus	880156	7866	1	1	1	1	0	1	0	0
Xenorhabdus khoisanae	Proteobacteria	Enterobacteriales	Xenorhabdus	880157	7661	0	1	0	0	0	1	0	0
Prevotella pallens	Bacteroidetes	Bacteroidales	Prevotella	60133	2293	1	1	1	1	0	0	0	0
Microbacterium trichothecenolyticum	Actinobacteria	Micrococcales	Microbacterium	69370	7880	1	1	1	1	1	0	1	0
Cyanothece sp. ATCC 51142	Cyanobacteria	Chroococcales	Cyanothece	43989	5667	1	1	1	1	0	0	0	0
Proteus vulgaris	Proteobacteria	Enterobacteriales	Proteus	585	18863	0	1	0	1	1	0	0	0
Bifidobacterium psychraerophilum	Actinobacteria	Bifidobacteriales	Bifidobacterium	218140	4295	1	1	1	1	0	0	0	0
Sedimentitalea nanhaiensis	Proteobacteria	Rhodobacterales	Sedimentitalea	999627	4508	0	1	0	0	0	0	1	0
Arthrobacter sp. Hiyo4	Actinobacteria	Micrococcales	Arthrobacter	1588021	5119	0	1	0	1	0	0	1	0
Paenibacillus sp. oral taxon 786	Firmicutes	Bacillales	Paenibacillus	652715	3827	1	1	1	1	0	1	0	0
Pseudonocardia sp. EC080625-04	Actinobacteria	Pseudonocardiales	Pseudonocardia	1096868	5980	0	1	1	0	1	1	1	0
Aequorivita sublithincola	Bacteroidetes	Flavobacteriales	Aequorivita	101385	3111	0	1	0	1	1	0	1	1
Arthrobacter sp. EpRS71	Actinobacteria	Micrococcales	Arthrobacter	1743141	4378	1	1	1	1	1	0	1	0
Arthrobacter sp. EpRS66	Actinobacteria	Micrococcales	Arthrobacter	1743140	3382	1	1	1	1	0	0	1	0
Enterobacter sp. 35666	Proteobacteria	Enterobacteriales	Enterobacter	1619245	4799	1	1	1	1	0	1	0	0
Aquincola tertiaricarbonis	Proteobacteria	Burkholderiales	Aquincola	391953	5525	0	1	0	0	0	0	0	0
Micavibrio aeruginosavorus	Proteobacteria	root	Micavibrio	349221	4507	0	1	0	0	0	0	0	0
Serratia sp. SCBI	Proteobacteria	Enterobacteriales	Serratia	488142	6327	1	1	1	1	0	1	0	0
Desulfatibacillum aliphaticivorans	Proteobacteria	Desulfobacterales	Desulfatibacillum	218208	4314	1	1	1	1	0	1	0	0
Frondihabitans sp. PAMC 28766	Actinobacteria	Micrococcales	Frondihabitans	1795630	4125	1	1	1	1	1	0	1	0
Variovorax sp. PAMC 28711	Proteobacteria	Burkholderiales	Variovorax	1795631	3974	0	1	0	0	0	1	1	0
Actibacterium mucosum	Proteobacteria	Rhodobacterales	Actibacterium	1087332	3621	1	1	1	1	0	0	0	0
Spirosoma linguale DSM 74	Bacteroidetes	Cytophagales	Spirosoma	504472	6945	1	1	1	1	1	0	1	0
Cellvibrio sp. BR	Proteobacteria	Cellvibrionales	Cellvibrio	1134474	8317	1	1	1	1	0	0	0	0
Bacillus toyonensis BCT-7112	Firmicutes	Bacillales	Bacillus	1415784	4941	1	1	1	1	0	0	1	0
Leptospira sp. ZV016	Spirochaetes	root	Leptospira	1799529	3569	1	1	1	1	0	0	0	0
Stenotrophomonas sp. KCTC 12332	Proteobacteria	Xanthomonadales	Stenotrophomonas	1793721	3698	0	1	0	1	1	0	1	1
Dickeya zeae	Proteobacteria	Enterobacteriales	Dickeya	204042	24693	1	1	1	1	0	1	0	0
Saccharomonospora azurea	Actinobacteria	Pseudonocardiales	Saccharomonospora	40988	6687	1	1	1	1	1	0	0	0
Saccharomonospora cyanea	Actinobacteria	Pseudonocardiales	Saccharomonospora	40989	4855	1	1	1	1	0	0	0	0
Tenacibaculum maritimum	Bacteroidetes	Flavobacteriales	Tenacibaculum	107401	3567	0	1	0	1	1	0	1	1
Gloeobacter violaceus	Cyanobacteria	Gloeobacterales	Gloeobacter	33072	4936	1	1	1	1	0	0	0	0
Zymobacter palmae	Proteobacteria	Oceanospirillales	Zymobacter	33074	2453	0	0	0	0	0	0	0	0
Acidobacterium capsulatum	Acidobacteria	Acidobacteriales	Acidobacterium	33075	3259	1	1	1	1	0	0	0	0
Leisingera caerulea	Proteobacteria	Rhodobacterales	Leisingera	506591	4899	1	1	1	1	1	0	1	0
Jeotgalicoccus marinus	Firmicutes	Bacillales	Jeotgalicoccus	516700	2083	0	1	0	0	0	0	0	0
Rhodothermaceae bacterium RA	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	root	1779382	3451	1	1	1	1	0	0	1	0
Nitratireductor sp. ZZ-1	Proteobacteria	Rhizobiales	Nitratireductor	1670619	4761	1	1	1	1	1	0	1	1
Rhodanobacter spathiphylli	Proteobacteria	Xanthomonadales	Rhodanobacter	347483	3113	1	1	1	1	1	0	1	1
Asticcacaulis benevestitus	Proteobacteria	Caulobacterales	Asticcacaulis	347481	4463	1	1	1	1	0	0	0	0
Brevundimonas naejangsanensis	Proteobacteria	Caulobacterales	Brevundimonas	588932	5387	1	1	1	1	0	0	0	0
Aestuariibacter salexigens	Proteobacteria	Alteromonadales	Aestuariibacter	226010	3329	1	1	1	1	0	0	1	0
Lactobacillus ruminis	Firmicutes	Lactobacillales	Lactobacillus	1623	14068	1	1	1	1	0	0	0	0
Lactobacillus murinus	Firmicutes	Lactobacillales	Lactobacillus	1622	3483	0	1	0	0	0	0	0	0
Actinomadura madurae	Actinobacteria	Streptosporangiales	Actinomadura	1993	8986	1	1	1	1	1	1	1	1
Weissella minor	Firmicutes	Lactobacillales	Weissella	1620	3417	0	0	0	0	0	0	0	0
Lactobacillus sharpeae	Firmicutes	Lactobacillales	Lactobacillus	1626	2731	0	0	0	0	0	0	0	0
Lactobacillus sanfranciscensis	Firmicutes	Lactobacillales	Lactobacillus	1625	2468	0	0	0	0	0	0	0	0
Microtetraspora glauca	Actinobacteria	Streptosporangiales	Microtetraspora	1996	14184	1	1	1	1	1	1	1	1
Clostridium sp. CAG:265	Firmicutes	Clostridiales	Clostridium	1262787	2325	1	1	1	1	0	0	0	0
Desulfovibrio alaskensis	Proteobacteria	Desulfovibrionales	Desulfovibrio	58180	4903	1	1	1	1	0	0	0	0
Weissella viridescens	Firmicutes	Lactobacillales	Weissella	1629	2908	0	0	0	0	0	0	0	0
Clostridium sp. CAG:242	Firmicutes	Clostridiales	Clostridium	1262783	2432	0	0	0	0	0	0	0	0
Clostridium sp. CAG:230	Firmicutes	Clostridiales	Clostridium	1262782	2209	0	1	1	0	0	0	0	0
Clostridium sp. CAG:226	Firmicutes	Clostridiales	Clostridium	1262781	2033	0	0	0	0	0	0	0	0
Clostridium sp. CAG:221	Firmicutes	Clostridiales	Clostridium	1262780	2984	1	1	1	1	0	0	0	0
Janibacter hoylei	Actinobacteria	Micrococcales	Janibacter	364298	2681	1	1	1	1	0	0	1	0
Legionella fairfieldensis	Proteobacteria	Legionellales	Legionella	45064	2329	1	1	1	1	1	0	0	0
Legionella geestiana	Proteobacteria	Legionellales	Legionella	45065	4619	1	1	1	1	1	0	0	0
Legionella gratiana	Proteobacteria	Legionellales	Legionella	45066	6410	1	1	1	1	1	0	0	0
Legionella lansingensis	Proteobacteria	Legionellales	Legionella	45067	5224	1	1	1	1	1	0	0	0
Legionella londiniensis	Proteobacteria	Legionellales	Legionella	45068	4304	1	1	1	1	1	0	0	0
Sphingobacterium paucimobilis	Bacteroidetes	Sphingobacteriales	Sphingobacterium	1385985	4072	1	1	1	1	0	0	0	0
Salipiger mucosus	Proteobacteria	Rhodobacterales	Salipiger	263378	5177	1	1	1	1	0	1	1	0
Enterobacteriaceae bacterium ATCC 29904	Proteobacteria	Enterobacteriales	root	1593232	7484	1	1	1	1	0	1	0	0
Pectobacterium carotovorum	Proteobacteria	Enterobacteriales	Pectobacterium	554	90030	1	1	1	1	0	1	0	0
Dickeya chrysanthemi	Proteobacteria	Enterobacteriales	Dickeya	556	18071	1	1	1	1	0	1	0	0
Mycobacterium lepromatosis	Actinobacteria	Corynebacteriales	Mycobacterium	480418	3995	1	1	1	1	0	0	0	0
Pantoea ananatis	Proteobacteria	Enterobacteriales	Pantoea	553	76301	1	1	1	1	1	0	0	0
Erwinia amylovora	Proteobacteria	Enterobacteriales	Erwinia	552	7676	0	1	0	0	0	0	0	0
Spirochaeta sp. JC230	Spirochaetes	Spirochaetales	Spirochaeta	1480694	5120	1	1	1	1	0	0	0	0
Nitritalea halalkaliphila	Bacteroidetes	Cytophagales	Nitritalea	590849	2643	0	1	0	1	0	0	0	0
Pannonibacter indicus	Proteobacteria	Rhodobacterales	Pannonibacter	466044	7247	1	1	1	1	1	0	1	1
Pusillimonas noertemannii	Proteobacteria	Burkholderiales	Pusillimonas	305977	3441	0	1	0	0	1	1	1	1
Bradyrhizobium sp. CCBAU 15635	Proteobacteria	Rhizobiales	Bradyrhizobium	1128180	3100	0	1	1	0	0	0	0	0
Solibacillus isronensis B3W22	Firmicutes	Bacillales	Solibacillus	1224748	3883	0	1	0	0	0	1	1	0
Crocosphaera watsonii	Cyanobacteria	Chroococcales	Crocosphaera	263511	14184	1	1	1	1	1	0	0	0
Lactobacillus pantheris	Firmicutes	Lactobacillales	Lactobacillus	171523	2821	0	0	0	0	0	0	0	0
Pantoea sp. BL1	Proteobacteria	Enterobacteriales	Pantoea	1628190	7645	1	1	1	1	0	0	0	0
Brevundimonas sp. KM4	Proteobacteria	Caulobacterales	Brevundimonas	1628191	5431	1	1	1	1	0	0	0	0
Pantoea sp. SM3	Proteobacteria	Enterobacteriales	Pantoea	1628192	7696	1	1	1	1	0	0	0	0
Chromobacterium sp. LK1	Proteobacteria	Neisseriales	Chromobacterium	1628193	8574	1	1	1	1	0	1	1	0
Aeromonas rivuli	Proteobacteria	Aeromonadales	Aeromonas	648794	3807	1	1	1	1	0	0	0	0
Bacillus sp. JCM 19059	Firmicutes	Bacillales	Bacillus	1481929	2394	0	1	0	1	0	1	0	0
Geminocystis sp. NIES-3709	Cyanobacteria	Chroococcales	Geminocystis	1617448	3936	1	1	1	1	0	0	0	0
Vibrio sp. JCM 19232	Proteobacteria	Vibrionales	Vibrio	1481922	6310	1	1	1	1	0	0	0	0
Mycobacterium sp. JS623	Actinobacteria	Corynebacteriales	Mycobacterium	212767	13717	1	1	1	1	1	0	0	0
Candidatus Burkholderia schumannianae	Proteobacteria	Burkholderiales	Burkholderia	1069530	2881	1	1	1	1	0	0	0	0
Chryseobacterium sp. P1-3	Bacteroidetes	Flavobacteriales	Chryseobacterium	1517683	5316	0	1	0	0	0	0	0	0
Porphyromonadaceae bacterium COT-184 OH4590	Bacteroidetes	Bacteroidales	root	1517682	3888	1	1	1	1	0	1	0	0
Vibrio sp. ER1A	Proteobacteria	Vibrionales	Vibrio	1517681	9436	1	1	1	1	0	0	0	0
Lysinimicrobium mangrovi	Actinobacteria	Micrococcales	Lysinimicrobium	1043493	2644	1	1	1	1	0	0	0	0
Alcanivorax sp. 19-m-6	Proteobacteria	Oceanospirillales	Alcanivorax	1177154	7431	1	1	1	1	0	1	1	0
Legionella spiritensis	Proteobacteria	Legionellales	Legionella	452	5807	1	1	1	1	1	0	0	0
Pelobacter seleniigenes	Proteobacteria	Desulfuromonadales	Pelobacter	407188	4343	1	1	1	1	0	0	0	0
Psychrobacter aquaticus	Proteobacteria	Pseudomonadales	Psychrobacter	248452	2570	1	1	1	1	0	0	0	0
Pseudopedobacter saltans	Bacteroidetes	Sphingobacteriales	Pseudopedobacter	151895	3740	1	1	1	1	0	0	0	0
Erwinia sp. SCU-B244	Proteobacteria	Enterobacteriales	Erwinia	1384589	4835	1	1	1	1	1	1	0	0
Adlercreutzia equolifaciens	Actinobacteria	Eggerthellales	Adlercreutzia	446660	2118	0	1	0	0	0	0	0	0
Legionella jordanis	Proteobacteria	Legionellales	Legionella	456	5471	1	1	1	1	1	0	0	0
Ectothiorhodospira sp. PHS-1	Proteobacteria	Chromatiales	Ectothiorhodospira	519989	5373	1	1	1	1	0	0	0	0
Mycobacterium sp. UM_WWY	Actinobacteria	Corynebacteriales	Mycobacterium	1370121	7032	1	1	1	1	0	0	0	0
Mycobacterium sp. UM_WGJ	Actinobacteria	Corynebacteriales	Mycobacterium	1370120	2352	0	1	0	0	0	0	0	0
Bradyrhizobium sp. ORS 285	Proteobacteria	Rhizobiales	Bradyrhizobium	115808	13108	1	1	1	1	0	0	1	0
Muricauda sp. MAR_2010_75	Bacteroidetes	Flavobacteriales	Muricauda	1250232	3876	0	1	0	1	1	0	1	1
Bacillus thermoamylovorans	Firmicutes	Bacillales	Bacillus	35841	27474	1	1	1	1	0	1	0	0
Herbaspirillum frisingense	Proteobacteria	Burkholderiales	Herbaspirillum	92645	4583	1	1	1	1	0	0	0	0
Agrobacterium vitis	Proteobacteria	Rhizobiales	Agrobacterium	373	15546	1	1	1	1	1	1	0	0
Bradyrhizobium japonicum	Proteobacteria	Rhizobiales	Bradyrhizobium	375	103218	1	1	1	1	1	1	1	1
Pseudomonas balearica	Proteobacteria	Pseudomonadales	Pseudomonas	74829	14662	1	1	1	1	1	0	0	0
Dickeya sp. S1	Proteobacteria	Enterobacteriales	Dickeya	1576604	2006	1	1	1	1	0	1	0	0
Streptomyces sp. 150FB	Actinobacteria	Streptomycetales	Streptomyces	1576605	14528	1	1	1	1	0	0	1	0
Ruegeria sp. TM1040	Proteobacteria	Rhodobacterales	Ruegeria	292414	8296	1	1	1	1	0	0	1	1
Lactobacillus aquaticus	Firmicutes	Lactobacillales	Lactobacillus	392566	2129	1	1	1	1	0	0	0	0
Paenibacillus sp. FSL R7-0273	Firmicutes	Bacillales	Paenibacillus	1536772	11455	1	1	1	1	0	0	0	0
Paenibacillus sp. FSL R7-0331	Firmicutes	Bacillales	Paenibacillus	1536773	10606	1	1	1	1	0	0	0	0
Paenibacillus sp. FSL R5-0345	Firmicutes	Bacillales	Paenibacillus	1536770	10707	1	1	1	1	0	1	0	0
Paenibacillus sp. FSL R5-0912	Firmicutes	Bacillales	Paenibacillus	1536771	11483	1	1	1	1	0	0	0	0
Paenibacillus sp. FSL H7-0357	Firmicutes	Bacillales	Paenibacillus	1536774	12559	1	1	1	1	0	0	0	0
Paenibacillus sp. FSL H7-0737	Firmicutes	Bacillales	Paenibacillus	1536775	10546	1	1	1	1	0	1	0	0
