Species	Phylum	Order	Genus	TaxID	Num_Prot	B12_producer	niacin_synthesis	biotin_synthesis	anaerobic_synthesis	aerobic_synthesis	early_pathway	late_pathway	MCM_B12_related	METE_B12_related	METH_B12_related	RNR_I_B12_related	RNR_II_B12_related	bluB_B12_related	btuB_B12_transport	btuC_B12_transport	btuD_B12_transport	btuF_B12_transport	cbiZ_2_B12_related	cobA_aerobe_aerobic_synthesis	cobI_aerobic_synthesis	cobG_aerobic_synthesis	cobJ_aerobic_synthesis	cobM_aerobic_synthesis	cobF_aerobic_synthesis	cobK_aerobic_synthesis	cobL_aerobic_synthesis	cobH_aerobic_synthesis	cobB_aerobic_synthesis	cobN_aerobic_synthesis	cobS_aerobe_aerobic_synthesis	cobT_aerobe_aerobic_synthesis	cobR_aerobic_synthesis	cobO_aerobic_synthesis	cobQ_aerobic_synthesis	cobD_aerobic_synthesis	cobP_aerobic_synthesis	cobV_aerobic_synthesis	cobU_aerobe_aerobic_synthesis	cysG_anaerobic_synthesis	cbiXL_anaerobic_synthesis	cbiK_anaerobic_synthesis	cbiL_anaerobic_synthesis	cbiH_anaerobic_synthesis	cbiF_anaerobic_synthesis	cbiG_anaerobic_synthesis	cbiD_anaerobic_synthesis	cbiJ_anaerobic_synthesis	cbiE_anaerobic_synthesis	cbiT_anaerobic_synthesis	cbiC_anaerobic_synthesis	cbiA_anaerobic_synthesis	fldA_anaerobic_synthesis	cobA_anaerobe_anaerobic_synthesis	cbiP_anaerobic_synthesis	cbiB_anaerobic_synthesis	cobU_anaerobe_anaerobic_synthesis	cobS_anaerobe_anaerobic_synthesis	cobT_anaerobe_anaerobic_synthesis	cobC_anaerobic_synthesis	cblT_B12_related	cblS_B12_related	bzaA_anaerobic_DMB	bzaB_anaerobic_DMB	bzaC_anaerobic_DMB	bzaD_anaerobic_DMB	bzaE_anaerobic_DMB	B12_related	B12_transport	not_in
Coprococcus comes CAG:19	Firmicutes	Clostridiales	Coprococcus	1263070	2197	1	1	0	17	13	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	3	2	"RNR_II,cobP,cobR,bluB,cbiXL,btuF,btuB,cobF,cobG,pabC,pabB,cobC,cobN,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,pabA,nadX,bzaC,MCM,kynu,METE,pabAB,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Coprococcus eutactus CAG:665	Firmicutes	Clostridiales	Coprococcus	1263071	2414	0	1	0	2	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	4	2	"RNR_II,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Bacteroides xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	371601	2843	0	0	0	10	9	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	3	3	"RNR_II,cobP,cobR,bluB,cbiXL,btuF,cbiD,cobF,cobG,pabC,cobM,cobN,cobO,cobK,nrdA,nrdB,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cysG,cblT,cbiL,cbiZ,pabA,cbiJ,cbiK,bzaC,cbiG,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,cobT_aerobe,cbiZ_2,nrdJ_alt,nrdZ"
Marinobacter sp. T13-3	Proteobacteria	Alteromonadales	Marinobacter	1794906	5758	0	1	1	10	10	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	4	"cobR,cbiXL,cbiD,cobF,cobG,cobL,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Eubacterium hallii CAG:12	Firmicutes	Clostridiales	Eubacterium	1263078	2308	1	1	0	19	14	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	4	1	"RNR_II,cobR,bluB,cbiXL,btuF,btuC,btuB,cobF,cobG,pabC,cobN,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,bzaC,MCM,kynu,METE,cobT_aerobe,nrdJ_alt,nrdZ"
Eubacterium rectale CAG:36	Firmicutes	Clostridiales	Eubacterium	1263079	2528	1	1	0	17	11	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	3	2	"RNR_II,cobR,bluB,cbiXL,btuF,btuB,cobF,cobG,pabC,cobB,cobN,cobO,cobK,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,bzaC,cbiA,MCM,kynu,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Bacillus vietnamensis	Firmicutes	Bacillales	Bacillus	218284	15103	0	1	0	5	4	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	10	3	"cobQ,cobR,bluB,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,bioD2,bioD1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,METE,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Sandaracinus amylolyticus	Proteobacteria	Myxococcales	Sandaracinus	927083	17530	0	1	1	6	5	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	8	4	"cobQ,cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,had,cblS,bioD2,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Butyricicoccus pullicaecorum	Firmicutes	Clostridiales	Butyricicoccus	501571	2925	1	0	0	19	15	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	6	2	"cobR,bluB,cbiXL,btuF,btuB,cobG,pabC,pabB,cobN,nrdA,nrdB,nrdE,nrdF,kmo,had,cblS,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,pabA,nadX,bzaC,bzaB,bzaA,MCM,kynu,METE,nadC,nadA,pabAB,cobT_aerobe,cbiZ_2"
Oleispira antarctica	Proteobacteria	Oceanospirillales	Oleispira	188908	3822	1	1	1	17	15	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	11	4	"cobR,cobF,cobG,cobC,nrdD,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Flavobacterium frigidarium	Bacteroidetes	Flavobacteriales	Flavobacterium	99286	3040	0	0	1	2	2	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	8	4	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,hpaB,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Burkholderia sp. MSMB0266	Proteobacteria	Burkholderiales	Burkholderia	1637837	6169	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	10	4	"cobF,pabC,nrdF,nrdG,kmo,had,cblS,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,MCM,cobT_aerobe,cbiZ_2,nrdJ_alt"
Burkholderia sp. MSMB0265	Proteobacteria	Burkholderiales	Burkholderia	1637836	6178	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	10	4	"cobF,pabC,nrdF,nrdG,kmo,had,cblS,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,MCM,cobT_aerobe,cbiZ_2,nrdJ_alt"
Amantichitinum ursilacus	Proteobacteria	Neisseriales	Amantichitinum	857265	8627	1	1	1	14	17	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	4	"cobR,bluB,cbiXL,cbiD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,cbiC,MCM,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Burkholderia sp. MSMB617WGS	Proteobacteria	Burkholderiales	Burkholderia	1637831	7250	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	10	4	"cobF,pabC,nrdF,nrdG,kmo,had,cblS,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,MCM,cobT_aerobe,cbiZ_2,nrdJ_alt"
Burkholderia sp. MSMB2041	Proteobacteria	Burkholderiales	Burkholderia	1637839	6157	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	10	4	"cobF,pabC,nrdF,nrdG,kmo,had,cblS,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,MCM,cobT_aerobe,cbiZ_2,nrdJ_alt"
Burkholderia sp. MSMB2040	Proteobacteria	Burkholderiales	Burkholderia	1637838	6162	1	1	1	17	17	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	10	4	"cobF,pabC,nrdF,nrdG,kmo,had,cblS,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,MCM,cobT_aerobe,cbiZ_2,nrdJ_alt"
Oscillatoria nigro-viridis	Cyanobacteria	Oscillatoriales	Oscillatoria	482564	6218	1	1	1	17	14	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	3	2	"RNR_II,cobV,cobR,bluB,cbiXL,btuF,btuB,cobF,pabC,nrdA,nrdB,nrdD,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,cobT_anaerobe,cobT_alt_dmb,RNR_I,cobS_aerobe,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,MCM,kynu,METE,cobU_aerobe,cobT_aerobe,cbiZ_2,nrdZ"
Streptomyces xinghaiensis	Actinobacteria	Streptomycetales	Streptomyces	1038928	4557	0	1	0	5	5	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	7	2	"cobV,cobP,cobQ,btuF,cobS_anaerobe,btuB,cobD,cobF,cobG,pabC,cobB,cobC,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,METE,cobU_anaerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Pseudomonas sp. AAC	Proteobacteria	Pseudomonadales	Pseudomonas	1502784	9113	1	1	1	16	18	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	8	4	"cbiXL,cbiD,nrdA,nrdF,nrdG,kmo,cblS,bzaE,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,MCM,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Actinomyces sp. ICM39	Actinobacteria	Actinomycetales	Actinomyces	1105029	3601	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,nadC,cbiF,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Frankia sp. QA3	Actinobacteria	Frankiales	Frankia	710111	11749	1	1	0	14	16	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	7	2	"cobV,cbiXL,btuF,cobS_anaerobe,btuB,cbiD,cobG,pabC,nrdA,nrdB,nrdD,nrdF,had,hpaB,cblS,bioD2,bioD1,bzaE,RNR_I,fldA,cobS_aerobe,cbiT,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,kynu,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Nodularia spumigena	Cyanobacteria	Nostocales	Nodularia	70799	4768	1	1	1	18	14	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	3	3	"RNR_II,cobV,cobR,bluB,btuF,cobF,pabC,nrdA,nrdB,nrdD,nrdE,nrdF,had,hpaB,cblS,bioD2,bio1,cobT_anaerobe,cobT_alt_dmb,RNR_I,cobS_aerobe,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,MCM,kynu,METE,cobU_aerobe,cobT_aerobe,cbiZ_2,nrdZ"
Pseudomonas tremae	Proteobacteria	Pseudomonadales	Pseudomonas	200454	6905	1	1	1	16	17	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	3	"cbiXL,btuF,cobH,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,cbiC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Brucella sp. BO2	Proteobacteria	Rhizobiales	Brucella	693750	4889	1	0	1	16	19	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	10	3	"cbiXL,btuF,cobF,pabC,cobC,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bzaE,fldA,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,kynu,METE,nadC,nadA,cbiZ_2,nrdJ_alt"
Bacillus gaemokensis	Firmicutes	Bacillales	Bacillus	574375	15327	0	1	1	5	3	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	11	3	"cobV,cobP,cobQ,cobR,bluB,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobJ,cobK,kmo,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Bacillus manliponensis	Firmicutes	Bacillales	Bacillus	574376	8842	0	1	1	5	3	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	11	2	"cobV,cobP,cobQ,cobR,bluB,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Geobacillus sp. G11MC16	Firmicutes	Bacillales	Geobacillus	495036	4481	1	1	0	18	15	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	12	3	"cobV,bluB,cobS_anaerobe,btuB,cobG,cobN,nrdD,nrdG,kmo,had,bioD2,bioD1,bzaE,bioF,fldA,cobS_aerobe,cblT,nadX,cbiK,bzaC,METE,cobT_aerobe,nrdJ_alt"
Streptomyces sp. CNQ-525	Actinobacteria	Streptomycetales	Streptomyces	418855	5658	1	1	0	15	13	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	11	3	"cobV,cobR,cobS_anaerobe,btuB,cobF,cobG,pabC,cobK,nrdD,nrdG,had,hpaB,cblS,bioD2,bioD1,fldA,cobS_aerobe,cbiT,cblT,cbiZ,pabA,nadX,cbiJ,cbiK,bzaC,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
uncultured anaerobic ammonium-oxidizing bacterium	root	root	root	265882	4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"bioB,RNR_II,cobV,bioA,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,pabC,pabB,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,pabA,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,pabAB,cobU_aerobe,btuD,nadB,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Enterobacter sp. Ag1	Proteobacteria	Enterobacteriales	Enterobacter	1202448	7848	0	1	1	5	3	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	11	4	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Streptomyces somaliensis	Actinobacteria	Streptomycetales	Streptomyces	78355	4306	1	1	0	15	15	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	9	3	"cobV,cobR,bluB,cobS_anaerobe,btuB,cobF,pabC,nrdD,nrdG,had,hpaB,cblS,bioD2,bioD1,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiZ,nadX,cbiH,cbiK,bzaC,cbiG,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Lactobacillus diolivorans	Firmicutes	Lactobacillales	Lactobacillus	179838	2879	1	0	0	18	12	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	11	1	"bioB,cobV,cobR,bluB,cbiXL,btuF,btuC,btuB,cobF,cobG,pabC,cobN,cobO,nrdB,nrdD,nrdG,kmo,had,hpaB,bioD2,bioD1,bio1,bzaE,bioF,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiZ,nadX,bzaC,bzaB,bzaA,MCM,kynu,nadA,cobT_aerobe,cbiZ_2"
Amycolatopsis alba	Actinobacteria	Pseudonocardiales	Amycolatopsis	76020	8431	1	1	0	13	19	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	3	"cobV,cbiXL,btuB,cbiD,pabC,nrdB,nrdD,nrdF,nrdG,cblS,bioD2,bioD1,bzaE,fldA,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiK,bzaC,cbiG,cbiZ_2,nrdJ_alt"
